ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources,Age2
1352,4950.288048,Central,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks have inconvenient hours of operation,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,GH¢201 - GH¢400 per month,40,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,36 - 40 yrs
1353,1897.83158,Central,Urban,4,Television,Yes,Yes,Have now,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,10 to 20 minutes,No,,Yes,I received most of my income as money,Most,,Below GH¢200 per month,GH¢201 - GH¢400 per month,50,Male,Yes,Married,Banked,Credit from bank,Not saving,Not remitting,Primary education,Formally employed Private,46+ yrs
1354,1897.83158,Central,Urban,4,Can't remember/ Don't know,No,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,10 to 20 minutes,Yes,Bank,No,I received most of my income as money,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Female,No,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Remittance Dependent,26 - 30 yrs
1355,4950.288048,Central,Rural,3,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,To avoid making the trip to the bank,GH¢401 - GH¢600 per month,Don't know,35,Female,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Self employed,31 - 35 yrs
1356,1897.83158,Central,Urban,4,Can't remember/ Don't know,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income as goods / services,None,Others Specify,Don't know,Don't know,50,Female,Yes,Separated,Excluded,Not borrowing,Not saving,Remitting informally,No formal education,Remittance Dependent,46+ yrs
1357,3999.385248,Central,Rural,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,Others Specify,Don't know,Don't know,70,Female,Yes,Divorced,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,46+ yrs
1358,3999.385248,Central,Rural,3,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,23,Female,Yes,Never married,Informal,Credit from family and friends,Saving at home,Remitting informally,Primary education,Remittance Dependent,21 - 25 yrs
1359,3999.385248,Central,Rural,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,Not answered/Missing Data,Below GH¢200 per month,Below GH¢200 per month,48,Female,Yes,Widowed,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
1360,3999.385248,Central,Rural,1,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,Not answered/Missing Data,Below GH¢200 per month,Below GH¢200 per month,21,Male,Yes,Never married,Informal,Not borrowing,Saving at home,Remitting informally,Primary education,Self employed,21 - 25 yrs
1361,2854.399933,Central,Urban,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Not answered/Missing Data,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,Don't know,23,Male,Yes,Never married,Other formal (non-bank),Not borrowing,Saving at home,Remitting through other formal (non-bank),Primary education,Farming and Fishing,21 - 25 yrs
1362,2854.399933,Central,Urban,1,Friends/Colleagues,Yes,Yes,Used to but no longer have,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,Don't know,61,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Farming and Fishing,46+ yrs
1363,2854.399933,Central,Urban,3,Radio,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,Others Specify,Below GH¢200 per month,GH¢201 - GH¢400 per month,18,Male,No,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
1364,2854.399933,Central,Urban,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Remitting informally,Primary education,Dont Know,26 - 30 yrs
1365,3999.385248,Central,Rural,2,Radio,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,Don't use  financial institution,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,Not answered/Missing Data,Don't know,Don't know,30,Female,Yes,Married,Informal,Credit from informal sources,Saving at home,Not remitting,Primary education,Remittance Dependent,26 - 30 yrs
1367,2854.399933,Central,Urban,2,Radio,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,All,,Below GH¢200 per month,Below GH¢200 per month,61,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Other Income,46+ yrs
1368,2854.399933,Central,Urban,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,52,Female,Yes,Divorced,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent,46+ yrs
1369,2854.399933,Central,Urban,1,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,They come to me,,,Yes,Susu collector / group,Yes,I received most of my income as money,None,Not answered/Missing Data,Below GH¢200 per month,GH¢201 - GH¢400 per month,60,Female,Yes,Widowed,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Farming and Fishing,46+ yrs
1370,3999.385248,Central,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,41,Male,Yes,Married,Banked,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,41 - 45 yrs
1371,3999.385248,Central,Rural,3,Can't remember/ Don't know,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,No,,No,I do not receive income,None,Others Specify,Below GH¢200 per month,Don't know,80,Female,No,Widowed,Excluded,Not borrowing,Not saving,Remiting through family and friends,No formal education,Remittance Dependent,46+ yrs
1372,3999.385248,Central,Rural,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,Under 10 minutes,Yes,Bank,No,I received most of my income as money,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,29,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting informally,No formal education,Remittance Dependent,26 - 30 yrs
1373,3999.385248,Central,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,GH¢601 - GH¢800 per month,26,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,26 - 30 yrs
1375,2854.399933,Central,Urban,1,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Refused to answer,Refused to answer,39,Male,Yes,Separated,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Secondary education,Informally employed,36 - 40 yrs
1376,2854.399933,Central,Urban,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,Don't know,25,Male,Yes,Married,Excluded,Credit from family and friends,Saving at home,Remiting through family and friends,Secondary education,Informally employed,21 - 25 yrs
1377,3999.385248,Central,Rural,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I do not receive income,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,24,Male,No,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,21 - 25 yrs
1378,2854.399933,Central,Urban,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,50,Female,Yes,Married,Informal,Credit from other formal (non-bank),Saving at other formal (non-bank),Not remitting,No formal education,Self employed,46+ yrs
1379,2854.399933,Central,Urban,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,19,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,18 - 20 yrs
1380,3999.385248,Central,Rural,1,Television,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,20,Female,No,Separated,Banked,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,18 - 20 yrs
1381,2564.823162,Central,Urban,2,Radio,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,Don't use  financial institution,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,20,Female,Yes,Married,Informal,Not borrowing,Saving at home,Remitting informally,Primary education,Self employed,18 - 20 yrs
1382,4719.274556,Central,Rural,3,Radio,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,Others Specify,Below GH¢200 per month,GH¢201 - GH¢400 per month,22,Male,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Farming and Fishing,21 - 25 yrs
1383,3785.514359,Central,Rural,3,Can't remember/ Don't know,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,22,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Self employed,21 - 25 yrs
1384,3785.514359,Central,Rural,1,Radio,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I can't read or write,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income as goods / services,None,I want to avoid bank charges,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,75,Male,Yes,Widowed,Excluded,Credit from family and friends,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
1385,2564.823162,Central,Urban,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I do not receive income,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,24,Female,No,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Remittance Dependent,21 - 25 yrs
1386,2564.823162,Central,Urban,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,Bank,Taxi,No,10 to 20 minutes,Yes,At home/secret hiding place,Yes,I received most of my income as money,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,65,Female,Yes,Divorced,Other formal (non-bank),Not borrowing,Saving at other formal (non-bank),Not remitting,No formal education,Farming and Fishing,46+ yrs
1387,6155.57555,Central,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Female,Yes,Married,Banked,Credit from family and friends,Saving at home,Not remitting,No formal education,Farming and Fishing,26 - 30 yrs
1388,6155.57555,Central,Rural,4,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,GH¢201 - GH¢400 per month,89,Male,Yes,Married,Informal,Credit from informal sources,Saving at home,Remitting informally,No formal education,Farming and Fishing,46+ yrs
1389,3785.514359,Central,Rural,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,67,Female,Yes,Separated,Excluded,Credit from family and friends,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
1390,6155.57555,Central,Rural,2,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Trotro,No,Between I to 2 hours,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,Some,,Don't know,Don't know,29,Male,Yes,Married,Banked,Credit from family and friends,Saving at bank,Not remitting,Primary education,Farming and Fishing,26 - 30 yrs
1391,3976.916755,Central,Urban,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,Co-operative,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,52,Female,Yes,Married,Informal,Not borrowing,Saving at other formal (non-bank),Not remitting,Primary education,Formally employed Private,46+ yrs
1392,5999.077872,Central,Urban,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,41,Female,Yes,Widowed,Excluded,Credit from family and friends,Saving at home,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
1393,2564.823162,Central,Urban,3,Radio,Yes,Yes,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Not answered/Missing data,No,,,None of these,Don't use  financial institution,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,Not answered/Missing Data,Below GH¢200 per month,GH¢201 - GH¢400 per month,56,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Farming and Fishing,46+ yrs
1394,2564.823162,Central,Urban,1,Can't remember/ Don't know,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,It costs too much to get to the bank,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income as goods / services,None,I prefer getting the money in cash,GH¢801 - GH¢1000 per month,GH¢801 - GH¢1000 per month,70,Female,No,Widowed,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Remittance Dependent,46+ yrs
1395,2564.823162,Central,Urban,1,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,Some,,GH¢801 - GH¢1000 per month,GH¢801 - GH¢1000 per month,25,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Informally employed,21 - 25 yrs
1396,2564.823162,Central,Urban,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,"Account charges and fees are too high  (e.g. Account opening fee, monthly maintenance fee)",None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,28,Female,Yes,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Farming and Fishing,26 - 30 yrs
1397,3785.514359,Central,Rural,2,Radio,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,None of these,They come to me,,,Yes,Bank,Yes,I received most of my income as money,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,36,Female,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Primary education,Self employed,36 - 40 yrs
1398,3785.514359,Central,Rural,2,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Taxi,No,,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,26,Female,Yes,Never married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Formally employed Private,26 - 30 yrs
1399,2564.823162,Central,Urban,5,Broker /Representative from a financial institution,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,Not answered/Missing Data,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,30,Female,Not answered/Missing Data,Married,Banked,Not borrowing,Saving at bank,Not remitting,No formal education,Self employed,26 - 30 yrs
1400,2564.823162,Central,Urban,1,Television,Yes,Yes,Have now,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,ATM,Taxi,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,38,Male,Yes,Married,Banked,Credit from informal sources,Saving at bank,Not remitting,Secondary education,Formally employed Private,36 - 40 yrs
1401,6155.57555,Central,Rural,3,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Taxi,No,Between I to 2 hours,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,61,Female,Yes,Widowed,Banked,Credit from bank,Saving at bank,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
1402,6155.57555,Central,Rural,6,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,Don't know,72,Female,Yes,Widowed,Excluded,Credit from family and friends,Saving at home,Remitting informally,No formal education,Farming and Fishing,46+ yrs
1403,4045.092495,Central,Rural,3,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,21 to 30 minutes,Yes,Bank,No,I received most of my income as money,Most,,Don't know,Don't know,64,Female,No,Married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Formally employed Private,46+ yrs
1404,4045.092495,Central,Rural,3,Television,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Don't use  financial institution,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I want to avoid bank charges,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,18,Male,No,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Secondary education,Remittance Dependent,18 - 20 yrs
1405,4045.092495,Central,Rural,4,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,No,I received most of my income as money,None,Others Specify,Below GH¢200 per month,GH¢201 - GH¢400 per month,19,Female,No,Never married,Excluded,Credit from family and friends,Not saving,Remiting through family and friends,Primary education,Remittance Dependent,18 - 20 yrs
1406,4045.092495,Central,Rural,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,Others Specify,Below GH¢200 per month,GH¢201 - GH¢400 per month,26,Female,Yes,Divorced,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Self employed,26 - 30 yrs
1407,3354.93454,Central,Rural,4,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,GH¢201 - GH¢400 per month,49,Male,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Dont Know,46+ yrs
1408,3354.93454,Central,Rural,3,Television,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,GH¢201 - GH¢400 per month,35,Male,Yes,Married,Informal,Credit from informal sources,Saving at home,Remitting informally,Primary education,Formally employed Private,31 - 35 yrs
1409,4045.092495,Central,Rural,7,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Bank queues,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,74,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
1410,4045.092495,Central,Rural,4,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,Yes,Under 10 minutes,Yes,Bank,Yes,I received most of my income as money,All,,Below GH¢200 per month,GH¢401 - GH¢600 per month,22,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Remitting through bank,Secondary education,Formally employed Private,21 - 25 yrs
1411,3354.93454,Central,Rural,3,Television,Yes,No,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,Yes,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,GH¢801 - GH¢1000 per month,GH¢801 - GH¢1000 per month,56,Female,Yes,Separated,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Formally employed Private,46+ yrs
1412,3354.93454,Central,Rural,3,Television,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,Banks have inconvenient hours of operation,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,Others Specify,GH¢401 - GH¢600 per month,GH¢601 - GH¢800 per month,27,Male,Yes,Married,Banked,Credit from family and friends,Saving at home,Not remitting,Primary education,Informally employed,26 - 30 yrs
1413,4045.092495,Central,Rural,4,Television,Yes,Yes,Have now,Never had,Used to but no longer have,Used to but no longer have,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,Under 10 minutes,Yes,Bank,Yes,I receive most of my income as goods / services,Some,,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,66,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Secondary education,Informally employed,46+ yrs
1415,4045.092495,Central,Rural,7,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Bank queues,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,28,Female,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Self employed,26 - 30 yrs
1417,3453.127733,Central,Rural,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,35,Male,Yes,Married,Other formal (non-bank),Not borrowing,Saving at home,Remitting through other formal (non-bank),No formal education,Farming and Fishing,31 - 35 yrs
1418,3453.127733,Central,Rural,1,Radio,Yes,Yes,Never had,Not answered/Missing data,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,No,31 to 60 minutes,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,GH¢401 - GH¢600 per month,31,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Farming and Fishing,31 - 35 yrs
1420,3453.127733,Central,Rural,4,Television,No,No,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,No,31 to 60 minutes,Yes,Bank,No,I receive most of my income from selling food that I grow or,Some,,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,24,Male,Yes,Married,Banked,Credit from family and friends,Saving at bank,Remitting through bank,Secondary education,Farming and Fishing,21 - 25 yrs
1421,3453.127733,Central,Rural,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Don't know,Don't know,29,Male,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Farming and Fishing,26 - 30 yrs
1422,3453.127733,Central,Rural,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,They come to me,,,Yes,Susu collector / group,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,23,Female,Yes,Married,Informal,Credit from informal sources,Saving informally,Remiting through family and friends,Primary education,Farming and Fishing,21 - 25 yrs
1423,3453.127733,Central,Rural,4,Can't remember/ Don't know,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,It costs too much to get to the bank,None of these,,,,Yes,With a family / household member / friend,No,I receive most of my income as goods / services,None,I prefer getting the money in cash,Below GH¢200 per month,Over GH¢2201 per month,19,Female,Yes,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Farming and Fishing,18 - 20 yrs
