ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources
1909,3446.923658,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,65,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing
1910,3446.923658,Volta,Rural,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,35,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing
1911,3446.923658,Volta,Rural,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,70,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing
1912,3446.923658,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,48,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing
1913,3446.923658,Volta,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,Yes,Susu collector / group,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,31,Male,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Farming and Fishing
1914,3446.923658,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,30,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing
1915,3446.923658,Volta,Rural,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,35,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Farming and Fishing
1916,3446.923658,Volta,Rural,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,Yes,With a family / household member / friend,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,44,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing
1917,3446.923658,Volta,Rural,11,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,No,,No,I do not receive income,Have no income,,No income,GH¢401 - GH¢600 per month,65,Female,No,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Remittance Dependent
1918,3446.923658,Volta,Rural,4,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,25,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing
1919,3446.923658,Volta,Rural,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,38,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing
1920,3470.5327,Volta,Rural,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the right identity or reference documents,None of these,,,,Yes,With a family / household member / friend,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,30,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Self employed
1921,7343.446029,Volta,Rural,2,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,80,Female,Yes,Divorced,Excluded,Not borrowing,Not saving,Remiting through family and friends,No formal education,Farming and Fishing
1922,7343.446029,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,27,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing
1924,7343.446029,Volta,Rural,5,Radio,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,18,Male,Yes,Never married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing
1925,7343.446029,Volta,Rural,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,75,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing
1926,7343.446029,Volta,Rural,5,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,38,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing
1927,7343.446029,Volta,Rural,5,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks have inconvenient hours of operation,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,28,Female,Yes,Never married,Excluded,Not borrowing,Not saving,Not remitting,Secondary education,Farming and Fishing
1928,7343.446029,Volta,Rural,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't need it,None of these,,,,No,,No,I received most of my income as money,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,20,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Informally employed
1930,7343.446029,Volta,Rural,3,Friends/Colleagues,No,No,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't need it,None of these,,,,No,,No,I do not receive income,Have no income,,Don't know,Don't know,81,Male,No,Widowed,Excluded,Not borrowing,Not saving,Not remitting,Secondary education,Remittance Dependent
1931,7343.446029,Volta,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,37,Male,Yes,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Formally employed Private
1932,7343.446029,Volta,Rural,1,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,82,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing
1933,3470.5327,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,20,Male,Yes,Never married,Excluded,Not borrowing,Not saving,Not remitting,Secondary education,Self employed
1934,3470.5327,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,52,Female,Yes,Divorced,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing
1935,3470.5327,Volta,Rural,2,Can't remember/ Don't know,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢401 - GH¢600 per month,20,Male,Yes,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Remittance Dependent
1936,3470.5327,Volta,Rural,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,Yes,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,34,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Remitting through bank,Vocational/Specialised training,Formally employed Private
1937,3470.5327,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,Bank,I walk,No,10 to 20 minutes,No,,Not answered/Missing Data,I do not receive income,Have no income,,No income,Don't know,18,Female,No,Never married,Banked,Not borrowing,Not saving,Remitting through other formal (non-bank),Secondary education,Remittance Dependent
1938,3470.5327,Volta,Rural,1,Television,Yes,Yes,Have now,Have now,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,All,,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,44,Female,Yes,Widowed,Banked,Credit from bank,Saving at bank,Remitting through bank,Vocational/Specialised training,Formally employed Private
1940,3470.5327,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,35,Female,Yes,Married,Informal,Credit from informal sources,Not saving,Not remitting,Primary education,Self employed
1941,3227.374382,Volta,Rural,2,Television,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,34,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Self employed
1942,3470.5327,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,I cannot afford to maintain a minimum balance in the bank,None of these,Trotro,No,21 to 30 minutes,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,No income,Don't know,20,Male,No,Never married,Banked,Not borrowing,Saving at home,Not remitting,Secondary education,Remittance Dependent
1943,3470.5327,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,No income,Don't know,18,Female,No,Never married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Secondary education,Remittance Dependent
1944,3470.5327,Volta,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,None,Others Specify,Below GH¢200 per month,Don't know,18,Female,No,Never married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Secondary education,Remittance Dependent
1945,3494.467434,Volta,Rural,4,Radio,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,58,Male,Yes,Married,Banked,Credit from family and friends,Saving at bank,Remitting through other formal (non-bank),Primary education,Farming and Fishing
1946,3494.467434,Volta,Rural,2,Radio,Yes,Yes,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,Between I to 2 hours,Yes,Bank,Yes,I received most of my income as money,Most,,Below GH¢200 per month,Below GH¢200 per month,66,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Remiting through family and friends,Secondary education,Other Income
1947,3494.467434,Volta,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,72,Female,Yes,Widowed,Banked,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing
1948,3494.467434,Volta,Rural,2,Household members,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Have now,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,22,Female,Yes,Never married,Other formal (non-bank),Not borrowing,Saving at home,Not remitting,Secondary education,Self employed
1949,3494.467434,Volta,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,22,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Formally employed Private
1950,3494.467434,Volta,Rural,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Not answered/Missing Data,None of these,I walk,No,10 to 20 minutes,Yes,Susu collector / group,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Male,Yes,Never married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Farming and Fishing
1951,3494.467434,Volta,Rural,2,Radio,Yes,Yes,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,67,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Secondary education,Farming and Fishing
1952,3494.467434,Volta,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,Yes,Susu collector / group,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,31,Female,Yes,Divorced,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Self employed
1953,3494.467434,Volta,Rural,3,Television,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Bus,No,31 to 60 minutes,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,Don't know,Don't know,59,Female,Yes,Married,Other formal (non-bank),Not borrowing,Saving at home,Remitting through other formal (non-bank),Primary education,Remittance Dependent
1954,3494.467434,Volta,Rural,3,Magazines,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Not answered/Missing Data,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,18,Female,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent
1955,3494.467434,Volta,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,33,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Self employed
1956,3494.467434,Volta,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,Susu collector / group,No,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,GH¢201 - GH¢400 per month,36,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Self employed
1957,5016.809691,Volta,Urban,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I do not receive income,Have no income,,No income,Don't know,61,Female,No,Separated,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Remittance Dependent
1958,5016.809691,Volta,Urban,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,28,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Self employed
1959,5016.809691,Volta,Urban,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,40,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Farming and Fishing
1960,5016.809691,Volta,Urban,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the right identity or reference documents,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,18,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Self employed
1961,5016.809691,Volta,Urban,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,Susu collector / group,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,59,Female,Yes,Married,Other formal (non-bank),Not borrowing,Saving informally,Remitting through other formal (non-bank),Secondary education,Self employed
1962,5016.809691,Volta,Urban,3,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Bank queues,None of these,,,,No,,No,I do not receive income,Have no income,,No income,GH¢401 - GH¢600 per month,18,Female,No,Never married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Remittance Dependent
1963,5016.809691,Volta,Urban,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,68,Male,No,Divorced,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Remittance Dependent
1964,5016.809691,Volta,Urban,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,I walk,No,21 to 30 minutes,Yes,At home/secret hiding place,No,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,40,Female,Yes,Married,Excluded,Credit from family and friends,Saving at home,Remiting through family and friends,Primary education,Self employed
1965,5016.809691,Volta,Urban,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,60,Female,Yes,Widowed,Other formal (non-bank),Not borrowing,Not saving,Not remitting,No formal education,Self employed
1966,5016.809691,Volta,Urban,2,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,60,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Self employed
1967,5016.809691,Volta,Urban,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Bank queues,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,60,Female,Yes,Divorced,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Secondary education,Self employed
1968,5016.809691,Volta,Urban,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,26,Male,Yes,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Secondary education,Self employed
1969,3227.374382,Volta,Rural,3,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,33,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Farming and Fishing
1970,3227.374382,Volta,Rural,4,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,30,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Farming and Fishing
1971,3227.374382,Volta,Rural,8,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,21 to 30 minutes,Yes,Bank,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,44,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,No formal education,Farming and Fishing
1972,3227.374382,Volta,Rural,4,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,21 to 30 minutes,Yes,Bank,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,31,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Farming and Fishing
1974,3227.374382,Volta,Rural,4,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,40,Female,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Self employed
1975,3227.374382,Volta,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,35,Female,Yes,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Self employed
1976,3227.374382,Volta,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,26,Female,Yes,Married,Informal,Not borrowing,Saving at home,Remitting informally,Primary education,Farming and Fishing
1978,3227.374382,Volta,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,49,Female,Yes,Divorced,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Self employed
1980,1305.922112,Volta,Urban,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,45,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing
1982,1305.922112,Volta,Urban,4,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,21 to 30 minutes,No,,Yes,I received most of my income as money,All,,Below GH¢200 per month,Don't know,70,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Other Income
1983,1305.922112,Volta,Urban,6,Television,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I don't know how to open an account,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,18,Female,No,Never married,Banked,Not borrowing,Saving at home,Not remitting,Secondary education,Remittance Dependent
1985,1305.922112,Volta,Urban,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,54,Male,Yes,Widowed,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing
1986,1305.922112,Volta,Urban,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,21,Female,Yes,Never married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Self employed
