CIF_NO,CODE_GENDER,NAME_EDUCATION_TYPE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,ORGANIZATION_TYPE,CNT_CHILDREN,OCCUPATION_TYPE,AMT_INCOME_TOTAL,DAYS_EMPLOYED,CREDIT_LIMIT
74957009,M,Higher education,Y,Rented apartment,XNA,0,,247500,365243,3000000
73564132,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,337500,-2075,30000000
74621505,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,225000,-2318,80000000
73429073,M,Secondary / secondary special,Y,House / apartment,Self-employed,2,Sales staff,157500,-4546,60000000
74694786,F,Secondary / secondary special,Y,House / apartment,XNA,0,,202500,365243,30000000
76425912,F,Secondary / secondary special,N,Municipal apartment,XNA,1,,202500,365243,80000000
73368310,M,Higher education,Y,House / apartment,XNA,0,,270000,365243,0
74579426,F,Secondary / secondary special,Y,House / apartment,XNA,0,,129600,365243,10000000
73195348,F,Higher education,Y,House / apartment,Self-employed,0,Accountants,135000,-3764,5000000
74142515,F,Higher education,Y,House / apartment,Business Entity Type 3,0,,225000,-1463,80000000
73195158,M,Higher education,Y,House / apartment,Business Entity Type 3,1,,180000,-497,30000000
73371402,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,2000000
74143168,F,Secondary / secondary special,N,With parents,Self-employed,2,Sales staff,90000,-712,20000000
73196698,M,Secondary / secondary special,N,Co-op apartment,Transport: type 2,0,Laborers,153000,-258,30000000
74548659,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Private service staff,180000,-424,0
74623945,F,Higher education,N,House / apartment,XNA,0,,99000,365243,80000000
74940710,F,Higher education,Y,House / apartment,XNA,0,,180000,365243,0
75105132,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,112500,-2802,0
75117621,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,94500,-874,20000000
82679797,M,Secondary / secondary special,N,Rented apartment,Business Entity Type 3,0,Drivers,157500,-2698,0
82702918,F,Secondary / secondary special,Y,House / apartment,Other,1,Sales staff,342000,-214,0
82719879,F,Higher education,Y,House / apartment,XNA,0,,135000,365243,0
82751540,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Private service staff,112500,-3674,0
81396897,F,Higher education,Y,House / apartment,XNA,0,,112500,365243,30000000
82835566,F,Secondary / secondary special,Y,House / apartment,Postal,3,Laborers,162000,-683,50000000
82913851,F,Secondary / secondary special,Y,House / apartment,Industry: type 11,1,Managers,112500,-2752,80000000
82912311,F,Higher education,Y,House / apartment,Legal Services,0,Managers,315000,-1212,5000000
82918872,M,Secondary / secondary special,Y,House / apartment,Industry: type 11,0,Laborers,81000,-1118,0
82967240,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Sales staff,202500,-594,0
83069574,F,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,50000000
83069964,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,112500,-1156,10000000
76625062,F,Secondary / secondary special,Y,House / apartment,Medicine,0,,157500,-1322,0
76625123,F,Secondary / secondary special,Y,Municipal apartment,Services,1,Private service staff,247500,-1065,0
76630899,M,Higher education,Y,House / apartment,Construction,0,Laborers,315000,-3345,0
76620511,M,Secondary / secondary special,Y,With parents,Construction,0,Laborers,337500,-1177,20000000
76636489,M,Secondary / secondary special,Y,Municipal apartment,Housing,1,,135000,-1318,0
76628019,F,Secondary / secondary special,Y,House / apartment,Transport: type 4,0,Cleaning staff,45000,-7970,80000000
76628070,F,Secondary / secondary special,Y,House / apartment,XNA,0,,31500,365243,20000000
76632631,F,Higher education,N,With parents,Construction,1,,225000,-633,50000000
76628931,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,114750,-2885,80000000
76641022,F,Secondary / secondary special,N,House / apartment,XNA,0,,126000,365243,30000000
76644671,F,Secondary / secondary special,Y,House / apartment,School,1,Cooking staff,90000,-1201,80000000
76642665,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Drivers,112500,-471,10000000
78533172,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,,180000,-916,30000000
73212608,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Private service staff,90000,-3304,0
75293106,F,Higher education,Y,House / apartment,Other,0,Core staff,90000,-2047,0
74123794,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,292500,-4285,20000000
75294312,F,Higher education,Y,House / apartment,Kindergarten,0,Core staff,315000,-2979,0
79304842,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Sales staff,405000,-2103,6000000
77926913,F,Secondary / secondary special,N,House / apartment,Housing,0,Cleaning staff,90000,-5232,80000000
74822217,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Drivers,112500,-1086,0
73704681,F,Higher education,Y,House / apartment,Insurance,0,,112500,-857,0
74489970,M,Secondary / secondary special,N,House / apartment,Government,0,Security staff,85500,-2496,0
74074183,F,Secondary / secondary special,Y,House / apartment,Electricity,1,Laborers,157500,-6152,5000000
73714692,M,Lower secondary,Y,House / apartment,XNA,0,,99000,365243,20000000
73322581,F,Secondary / secondary special,Y,House / apartment,Postal,0,Core staff,157500,-3446,0
73832549,F,Secondary / secondary special,Y,House / apartment,XNA,1,,76500,365243,30000000
78299576,F,Secondary / secondary special,Y,House / apartment,XNA,0,,72000,365243,0
75989229,M,Higher education,N,House / apartment,Bank,0,Sales staff,270000,-436,20000000
74940158,M,Secondary / secondary special,Y,Office apartment,XNA,0,,135000,365243,30000000
74490576,F,Secondary / secondary special,Y,House / apartment,XNA,0,,99000,365243,0
79139251,F,Higher education,Y,House / apartment,School,0,Core staff,225000,-3051,80000000
75597938,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Sales staff,67500,-588,80000000
76355205,F,Secondary / secondary special,Y,House / apartment,XNA,0,,52200,365243,0
79409313,F,Secondary / secondary special,Y,House / apartment,XNA,1,,63000,365243,60000000
74254686,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Drivers,405000,-5443,30000000
79692432,F,Secondary / secondary special,Y,House / apartment,Transport: type 2,1,,157500,-3679,20000000
78808858,M,Higher education,N,House / apartment,Business Entity Type 3,0,Managers,337500,-1378,30000000
74562057,F,Higher education,Y,House / apartment,Business Entity Type 3,0,,157500,-1229,6000000
76643403,M,Secondary / secondary special,Y,House / apartment,XNA,0,,108000,365243,0
76539997,M,Higher education,N,House / apartment,School,0,,135000,-1848,30000000
75138709,F,Higher education,Y,House / apartment,XNA,0,,67500,365243,0
75141132,M,Secondary / secondary special,Y,House / apartment,Military,0,Managers,180000,-7186,80000000
74935564,F,Secondary / secondary special,Y,House / apartment,Industry: type 11,1,High skill tech staff,202500,-2717,30000000
75188258,F,Secondary / secondary special,N,House / apartment,Medicine,0,Medicine staff,157500,-4338,30000000
75019692,F,Higher education,N,Municipal apartment,Self-employed,0,Accountants,202500,-2243,30000000
75198056,F,Higher education,Y,House / apartment,Other,1,HR staff,135000,-529,0
75207415,F,Higher education,N,House / apartment,Self-employed,0,Sales staff,90000,-518,4000000
77634619,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,72000,-3815,5000000
78774476,M,Secondary / secondary special,N,House / apartment,Self-employed,1,Managers,382500,-1755,0
75221792,M,Higher education,N,Rented apartment,Business Entity Type 3,0,Low-skill Laborers,112500,-434,0
75226229,F,Secondary / secondary special,Y,House / apartment,XNA,0,,81000,365243,30000000
75433307,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Drivers,144000,-3247,80000000
76528640,M,Secondary / secondary special,Y,With parents,Construction,0,Laborers,180000,-787,0
75243787,M,Incomplete higher,N,House / apartment,Business Entity Type 2,0,Laborers,202500,-3186,20000000
75485098,M,Incomplete higher,N,Co-op apartment,Self-employed,0,Drivers,135000,-843,0
75538744,F,Incomplete higher,N,House / apartment,Self-employed,0,Sales staff,90000,-3213,5000000
75140481,M,Secondary / secondary special,Y,House / apartment,Construction,0,Laborers,270000,-800,30000000
78304139,F,Secondary / secondary special,Y,House / apartment,Trade: type 3,2,Sales staff,81000,-340,0
75561498,M,Secondary / secondary special,N,House / apartment,Self-employed,0,Drivers,225000,-2031,0
76749569,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,,67500,-1467,0
77873652,F,Higher education,N,House / apartment,Other,0,Core staff,81000,-1950,20000000
75685249,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,135000,-5445,0
77877082,F,Secondary / secondary special,Y,Municipal apartment,Medicine,0,Core staff,94500,-4374,30000000
76541610,F,Higher education,Y,Co-op apartment,Business Entity Type 3,3,Managers,180000,-3943,80000000
76540594,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,135000,-1318,20000000
76556193,F,Secondary / secondary special,Y,House / apartment,XNA,0,,175500,365243,0
78230747,F,Lower secondary,Y,House / apartment,Government,0,Laborers,135000,-592,10000000
76559016,M,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Laborers,157500,-721,0
78639218,F,Secondary / secondary special,Y,House / apartment,XNA,0,,99000,365243,50000000
77257360,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,157500,-1009,6000000
73720623,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,,157500,-4497,10000000
77420495,F,Secondary / secondary special,N,House / apartment,Industry: type 3,0,Laborers,112500,-1065,30000000
78920953,M,Secondary / secondary special,N,House / apartment,Self-employed,0,Managers,157500,-551,0
76450771,F,Secondary / secondary special,N,House / apartment,XNA,0,,54000,365243,20000000
79486677,F,Higher education,N,House / apartment,School,0,Accountants,144000,-5210,0
79489690,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,157500,-541,80000000
76400370,F,Secondary / secondary special,N,House / apartment,Self-employed,0,,112500,-871,0
79699780,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,0
76523174,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Accountants,157500,-5222,80000000
79478419,F,Higher education,N,House / apartment,Business Entity Type 1,0,,135000,-1076,1000000
73389324,M,Higher education,N,House / apartment,Self-employed,1,Laborers,157500,-3202,80000000
73389360,F,Secondary / secondary special,Y,House / apartment,Industry: type 3,1,,202500,-1948,0
79488045,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,2,Sales staff,180000,-1256,0
73005886,M,Higher education,N,Office apartment,Military,0,High skill tech staff,441000,-5627,80000000
73005888,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,1,Sales staff,157500,-151,0
73005891,M,Secondary / secondary special,N,Municipal apartment,Business Entity Type 1,0,Laborers,225000,-933,30000000
73005924,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Managers,112500,-2971,30000000
73005936,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Drivers,135000,-2122,30000000
73005940,F,Secondary / secondary special,Y,Office apartment,Kindergarten,0,Core staff,148500,-2277,0
73175417,F,Higher education,Y,House / apartment,Business Entity Type 3,2,Managers,180000,-3430,30000000
73265459,M,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,80000000
74891733,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,Accountants,90000,-2747,10000000
73054630,M,Secondary / secondary special,N,House / apartment,Industry: type 7,0,Laborers,130500,-5256,20000000
74892087,M,Secondary / secondary special,Y,House / apartment,XNA,0,,87750,365243,80000000
74565518,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Drivers,135000,-873,20000000
73103006,F,Higher education,Y,House / apartment,Self-employed,2,Private service staff,90000,-2709,80000000
73023172,F,Secondary / secondary special,N,House / apartment,Kindergarten,0,Core staff,112500,-2607,20000000
73171841,F,Secondary / secondary special,Y,Municipal apartment,Transport: type 2,0,,292500,-11246,30000000
73171871,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 1,0,Laborers,135000,-3276,0
73005839,F,Higher education,Y,House / apartment,XNA,0,,315000,365243,80000000
73005868,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,2,Managers,202500,-1129,0
73005878,M,Higher education,Y,House / apartment,Business Entity Type 3,1,Managers,225000,-3325,0
73005882,M,Secondary / secondary special,N,House / apartment,Business Entity Type 2,0,Laborers,135000,-135,0
75032277,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,Laborers,121500,-1343,0
74432473,F,Higher education,N,Rented apartment,Business Entity Type 3,0,,166500,-524,80000000
74565691,F,Higher education,N,House / apartment,XNA,0,,180000,365243,0
73091302,F,Secondary / secondary special,N,House / apartment,Other,1,,180000,-1209,30000000
74992662,F,Higher education,Y,House / apartment,Legal Services,0,Core staff,112500,-9823,5000000
74992663,F,Secondary / secondary special,Y,House / apartment,XNA,0,,81000,365243,20000000
74339042,F,Secondary / secondary special,Y,House / apartment,XNA,0,,67500,365243,80000000
74339149,F,Higher education,N,House / apartment,XNA,0,,135000,365243,50000000
74527528,M,Secondary / secondary special,Y,House / apartment,XNA,0,,45000,365243,0
74527604,F,Secondary / secondary special,Y,House / apartment,Agriculture,0,Laborers,144000,-459,0
74097688,M,Secondary / secondary special,Y,House / apartment,Self-employed,1,Laborers,157500,-4175,3000000
74494934,F,Secondary / secondary special,Y,House / apartment,XNA,0,,130500,365243,0
74669716,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,90000,-1737,0
73834865,F,Secondary / secondary special,Y,House / apartment,XNA,0,,117000,365243,50000000
73510177,M,Higher education,Y,Rented apartment,Trade: type 3,1,,112500,-336,0
73510195,F,Secondary / secondary special,Y,With parents,Kindergarten,1,Accountants,171000,-1018,5000000
73510197,F,Secondary / secondary special,N,Municipal apartment,XNA,0,,67500,365243,20000000
73510279,F,Secondary / secondary special,N,Municipal apartment,Kindergarten,1,Managers,148500,-5333,10000000
73510281,F,Higher education,Y,House / apartment,Security Ministries,0,Sales staff,157500,-4398,20000000
73234932,F,Higher education,N,House / apartment,Business Entity Type 3,1,Sales staff,67500,-996,0
73211986,M,Secondary / secondary special,Y,House / apartment,Agriculture,0,Drivers,157500,-1608,0
73211980,F,Secondary / secondary special,Y,House / apartment,Government,0,Managers,126000,-8033,20000000
74122254,F,Secondary / secondary special,N,With parents,School,0,Core staff,81000,-5131,0
74887433,F,Higher education,Y,House / apartment,Self-employed,0,,360000,-457,5000000
74916681,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Cleaning staff,103500,-248,30000000
74474345,F,Secondary / secondary special,Y,House / apartment,Other,0,Cooking staff,99000,-6966,10000000
74616836,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,112500,-499,30000000
74036938,F,Secondary / secondary special,Y,House / apartment,Postal,0,Managers,76500,-5145,0
73096538,F,Academic degree,N,House / apartment,Business Entity Type 3,0,Sales staff,90000,-248,0
73045045,M,Higher education,Y,House / apartment,Business Entity Type 2,1,Laborers,90000,-750,30000000
73088589,F,Secondary / secondary special,Y,House / apartment,Medicine,2,,72000,-2993,30000000
73088481,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,1,Sales staff,90000,-1070,20000000
74518773,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,112500,-3779,0
74629111,F,Secondary / secondary special,Y,House / apartment,Services,0,Sales staff,171000,-164,0
73102370,M,Higher education,N,House / apartment,XNA,2,,202500,365243,0
76563013,F,Secondary / secondary special,Y,House / apartment,Agriculture,0,,135000,-5545,10000000
77846614,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,112500,-2197,0
73154270,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,180000,-11725,6000000
73371159,F,Secondary / secondary special,Y,With parents,Self-employed,1,Sales staff,180000,-1862,60000000
73778362,F,Secondary / secondary special,Y,House / apartment,Government,1,Accountants,103500,-5868,0
74219973,F,Lower secondary,N,House / apartment,Kindergarten,2,Core staff,81000,-2001,30000000
76160643,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,,157500,-229,80000000
76161863,M,Higher education,Y,House / apartment,University,0,,391500,-13538,10000000
74949290,F,Secondary / secondary special,Y,House / apartment,XNA,0,,54000,365243,0
73167556,F,Higher education,Y,Co-op apartment,Self-employed,1,High skill tech staff,108000,-845,80000000
73037342,F,Secondary / secondary special,N,House / apartment,XNA,0,,157500,365243,80000000
76893683,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,90000,-2316,60000000
76099731,M,Secondary / secondary special,Y,House / apartment,Transport: type 4,1,Laborers,112500,-508,10000000
78815924,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,1,Sales staff,90000,-4430,0
76111854,M,Secondary / secondary special,N,House / apartment,Military,1,Core staff,211500,-2852,20000000
75296520,F,Secondary / secondary special,Y,House / apartment,Military,0,Laborers,76500,-7683,20000000
75305755,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,20000000
75396955,F,Secondary / secondary special,N,House / apartment,Other,0,,90000,-4483,30000000
75413375,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Sales staff,157500,-1226,30000000
75399137,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,180000,-2933,0
75140941,M,Secondary / secondary special,Y,House / apartment,Self-employed,1,Security staff,157500,-2355,20000000
74127889,M,Higher education,Y,House / apartment,XNA,0,,243000,365243,30000000
73486983,M,Secondary / secondary special,Y,With parents,Industry: type 9,0,Drivers,144000,-3869,20000000
73807754,M,Higher education,Y,House / apartment,University,0,Managers,270000,-3855,0
74746707,M,Higher education,Y,House / apartment,Other,0,,112500,-862,20000000
74746718,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Cooking staff,112500,-1655,30000000
74346179,F,Secondary / secondary special,Y,House / apartment,Other,0,,128250,-7661,0
74975675,M,Secondary / secondary special,Y,House / apartment,School,0,Security staff,135000,-907,4000000
75582957,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 1,0,,135000,-1645,30000000
74437756,F,Secondary / secondary special,N,House / apartment,XNA,0,,225000,365243,50000000
75591187,F,Higher education,Y,House / apartment,Self-employed,2,Sales staff,103500,-4572,20000000
74772919,F,Higher education,Y,House / apartment,Self-employed,1,Accountants,112500,-3083,0
75595694,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Cooking staff,90000,-5649,50000000
74050311,F,Higher education,N,House / apartment,Business Entity Type 3,0,,360000,-1489,0
73454851,F,Higher education,Y,House / apartment,Self-employed,2,Accountants,189000,-3358,0
74065246,M,Higher education,Y,House / apartment,Construction,0,Laborers,157500,-311,4000000
74702732,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,157500,-1093,90000000
73127419,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Laborers,112500,-253,5000000
73369247,F,Secondary / secondary special,Y,House / apartment,XNA,0,,56700,365243,30000000
74721301,M,Secondary / secondary special,Y,House / apartment,Transport: type 2,0,,180000,-3302,20000000
74721303,F,Academic degree,N,House / apartment,Security Ministries,2,Managers,157500,-4179,80000000
74839615,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Accountants,180000,-1133,0
74012013,M,Secondary / secondary special,Y,With parents,Other,0,Low-skill Laborers,202500,-960,0
74719186,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Low-skill Laborers,157500,-416,0
74725673,F,Higher education,N,House / apartment,Self-employed,1,Core staff,135000,-3723,0
77941389,F,Secondary / secondary special,Y,House / apartment,Agriculture,0,Laborers,180000,-4807,0
73749822,F,Higher education,Y,House / apartment,University,0,Core staff,157500,-276,0
74182359,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,20000000
73392462,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,,135000,-2198,6000000
78266249,F,Higher education,Y,House / apartment,Business Entity Type 3,2,Managers,270000,-1479,0
80882003,F,Higher education,Y,House / apartment,XNA,0,,33300,365243,3000000
80937167,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,150750,-1919,80000000
81026730,F,Secondary / secondary special,N,House / apartment,Hotel,0,Medicine staff,36000,-2487,60000000
81062250,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,157500,-3133,80000000
81065997,F,Secondary / secondary special,Y,House / apartment,XNA,0,,76500,365243,0
81068311,F,Secondary / secondary special,N,House / apartment,Self-employed,0,,247500,-984,20000000
77478663,F,Lower secondary,N,House / apartment,XNA,0,,54000,365243,0
81193422,F,Secondary / secondary special,Y,House / apartment,Other,0,,112500,-1840,30000000
81382851,F,Secondary / secondary special,N,House / apartment,Kindergarten,1,Core staff,103500,-165,10000000
81421320,M,Higher education,Y,House / apartment,Business Entity Type 3,2,,225000,-3135,90000000
81468967,F,Higher education,Y,House / apartment,Bank,1,Accountants,135000,-487,80000000
78339448,M,Secondary / secondary special,Y,House / apartment,Self-employed,2,Drivers,225000,-1188,30000000
79102873,F,Secondary / secondary special,N,Office apartment,Kindergarten,0,Laborers,112500,-3927,0
74363733,M,Secondary / secondary special,Y,House / apartment,Construction,2,Laborers,202500,-1689,0
74363773,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Cooking staff,112500,-5214,30000000
76242787,F,Secondary / secondary special,Y,House / apartment,Trade: type 3,0,Core staff,112500,-332,0
74525648,F,Incomplete higher,N,House / apartment,Trade: type 2,0,Sales staff,202500,-484,1000000
74914752,F,Higher education,N,House / apartment,School,0,Accountants,67500,-275,0
74525770,F,Secondary / secondary special,Y,House / apartment,XNA,0,,31500,365243,5000000
79283471,F,Higher education,Y,House / apartment,Other,0,Managers,292500,-854,0
76405879,F,Higher education,N,House / apartment,Other,0,,112500,-1918,20000000
75121196,M,Secondary / secondary special,Y,House / apartment,Government,0,,225000,-446,20000000
79455847,F,Secondary / secondary special,Y,House / apartment,Industry: type 3,0,Laborers,135000,-977,30000000
79461532,F,Higher education,Y,House / apartment,Other,0,High skill tech staff,225000,-1288,0
79628127,F,Secondary / secondary special,N,House / apartment,Bank,0,Core staff,112500,-128,0
79634804,M,Secondary / secondary special,N,Municipal apartment,Business Entity Type 3,0,Security staff,90000,-184,80000000
74715026,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Accountants,180000,-2158,30000000
79637852,F,Secondary / secondary special,Y,House / apartment,XNA,0,,337500,365243,0
79438056,F,Higher education,N,House / apartment,Business Entity Type 3,0,Sales staff,157500,-1126,0
75198067,F,Secondary / secondary special,Y,House / apartment,Restaurant,0,Accountants,225000,-663,0
75198059,F,Secondary / secondary special,N,House / apartment,School,0,Medicine staff,180000,-2626,0
75198055,F,Secondary / secondary special,N,House / apartment,Medicine,0,Medicine staff,112500,-3777,4000000
75210156,F,Secondary / secondary special,Y,Municipal apartment,Self-employed,0,Laborers,144000,-2470,10000000
76637188,M,Secondary / secondary special,N,House / apartment,Cleaning,1,Low-skill Laborers,112500,-154,0
75213000,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Managers,202500,-2510,0
76651924,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,180000,-3342,30000000
79723630,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,135000,-128,0
79719405,F,Secondary / secondary special,N,House / apartment,XNA,0,,315000,365243,30000000
75271619,M,Secondary / secondary special,Y,House / apartment,Other,0,Laborers,337500,-1729,50000000
75269170,F,Secondary / secondary special,Y,House / apartment,Medicine,1,Medicine staff,90000,-6321,30000000
75633947,F,Higher education,N,House / apartment,Government,0,Accountants,225000,-2725,20000000
75634632,F,Secondary / secondary special,N,House / apartment,XNA,0,,135000,365243,6000000
75285876,F,Incomplete higher,Y,With parents,Business Entity Type 3,0,Sales staff,135000,-1546,5000000
75627000,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Laborers,171000,-10243,0
75657722,M,Secondary / secondary special,N,House / apartment,Housing,1,,225000,-403,0
75346575,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Accountants,121500,-647,60000000
75346571,M,Secondary / secondary special,N,With parents,Industry: type 9,0,Drivers,90000,-170,0
78665130,M,Secondary / secondary special,Y,House / apartment,Housing,0,,112500,-1185,80000000
78676571,M,Higher education,N,House / apartment,Business Entity Type 3,0,Laborers,126000,-1656,0
78684614,F,Secondary / secondary special,Y,House / apartment,Services,0,Private service staff,112500,-6325,50000000
76826139,F,Lower secondary,Y,House / apartment,Agriculture,0,Core staff,112500,-6301,0
74801846,F,Incomplete higher,Y,House / apartment,Kindergarten,1,Core staff,112500,-1460,0
76086387,F,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,0
76890649,F,Higher education,Y,House / apartment,Trade: type 3,0,Managers,184500,-1751,10000000
76109171,F,Secondary / secondary special,N,With parents,Business Entity Type 3,1,Sales staff,112500,-313,80000000
77021384,M,Secondary / secondary special,Y,House / apartment,Industry: type 11,0,Drivers,360000,-4151,20000000
76255790,F,Secondary / secondary special,Y,House / apartment,Other,0,Cleaning staff,90000,-745,30000000
75383496,M,Higher education,Y,House / apartment,Business Entity Type 3,0,High skill tech staff,270000,-7931,0
76288095,F,Higher education,Y,House / apartment,Other,2,,135000,-4736,80000000
76290040,M,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,20000000
74472012,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Sales staff,148500,-2483,0
74336286,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Cooking staff,112500,-677,80000000
74692950,F,Incomplete higher,Y,House / apartment,Business Entity Type 3,1,,180000,-1709,0
73185217,F,Secondary / secondary special,Y,House / apartment,Industry: type 1,1,Drivers,130500,-6271,80000000
74536222,M,Secondary / secondary special,Y,With parents,Business Entity Type 2,0,,166500,-5494,2000000
74022952,F,Secondary / secondary special,Y,House / apartment,Construction,0,High skill tech staff,162000,-112,0
76728750,F,Secondary / secondary special,N,Co-op apartment,Business Entity Type 2,0,,90000,-3481,60000000
74371602,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,225000,-1056,60000000
74371561,F,Higher education,Y,House / apartment,School,0,Core staff,112500,-7906,20000000
74546886,F,Secondary / secondary special,Y,House / apartment,Self-employed,2,Laborers,360000,-1641,20000000
79624792,F,Higher education,Y,House / apartment,Police,0,Core staff,157500,-3158,10000000
80300069,F,Secondary / secondary special,N,Municipal apartment,Business Entity Type 3,0,Cooking staff,315000,-1817,30000000
79927544,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,225000,-388,10000000
80358183,F,Higher education,Y,House / apartment,Business Entity Type 3,1,Accountants,247500,-1611,30000000
80358200,F,Secondary / secondary special,Y,House / apartment,XNA,0,,76500,365243,30000000
80358248,M,Higher education,Y,House / apartment,Construction,0,Laborers,202500,-191,20000000
80403543,M,Secondary / secondary special,N,House / apartment,Industry: type 1,0,Laborers,135000,-2946,20000000
80460553,F,Secondary / secondary special,N,House / apartment,XNA,0,,135000,365243,30000000
80461941,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Managers,337500,-425,20000000
80571914,M,Secondary / secondary special,N,Co-op apartment,Business Entity Type 3,1,Drivers,135000,-1537,80000000
80578809,M,Higher education,Y,House / apartment,Self-employed,0,Laborers,216000,-883,30000000
75678461,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,,517500,-826,30000000
80594301,M,Secondary / secondary special,Y,House / apartment,Agriculture,0,,225000,-422,50000000
80614104,M,Secondary / secondary special,Y,House / apartment,Security,0,Security staff,90000,-2991,20000000
73265452,F,Secondary / secondary special,Y,House / apartment,Other,3,Medicine staff,189000,-2585,20000000
73265479,F,Higher education,Y,House / apartment,Government,1,,49500,-6185,80000000
73722837,F,Incomplete higher,N,House / apartment,Kindergarten,0,Managers,216000,-3119,60000000
